"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"172","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","234","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"173","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","242","17","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"174","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","242","17","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"175","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","244","17","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"176","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","244","17","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"177","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","270","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"178","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","279","51","FieldDeclarationsShouldBeAtStart","Field declaration for 'listenerConfigList' should be before method declarations in its class","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"179","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","286","42","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"180","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","293","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"181","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","293","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"182","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","304","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"183","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","304","20","StdCyclomaticComplexity","The method 'buildQuery' has a Standard Cyclomatic Complexity of 19.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"184","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","304","20","NcssMethodCount","The method 'buildQuery()' has an NCSS line count of 86 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"185","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","304","20","CognitiveComplexity","The method 'buildQuery(String, String, List<Id>, Listener__c, Boolean, Datetime)' has a cognitive complexity of 38, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"186","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","304","20","CyclomaticComplexity","The method 'buildQuery(String, String, List<Id>, Listener__c, Boolean, Datetime)' has a cyclomatic complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"187","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","317","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"188","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","327","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"189","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","347","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"190","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","364","65","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"191","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","367","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"192","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","377","65","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"193","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","380","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"194","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","443","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"195","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","443","20","StdCyclomaticComplexity","The method 'getLatestHistoryValues' has a Standard Cyclomatic Complexity of 24.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"196","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","443","20","NcssMethodCount","The method 'getLatestHistoryValues()' has an NCSS line count of 117 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"197","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","443","20","CognitiveComplexity","The method 'getLatestHistoryValues(List<Id>, Listener__c, Datetime, ListenerFlowController, String, String)' has a cognitive complexity of 43, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"198","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","443","20","CyclomaticComplexity","The method 'getLatestHistoryValues(List<Id>, Listener__c, Datetime, ListenerFlowController, String, String)' has a cyclomatic complexity of 32.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"199","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","453","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"200","5","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","465","16","UnusedLocalVariable","Variable 'fieldName' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"201","5","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","466","16","UnusedLocalVariable","Variable 'objectSuffix' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"202","5","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","467","17","UnusedLocalVariable","Variable 'isHistoryQuery' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"203","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","476","62","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"204","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","480","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"205","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","487","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"206","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","505","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"207","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","505","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"208","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","527","47","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"209","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","532","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"210","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","557","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"211","5","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","592","32","UnusedLocalVariable","Variable 'currentFieldValue' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"212","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","605","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"213","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","615","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"214","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","652","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"215","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","652","19","StdCyclomaticComplexity","The method 'parseRecordsToFlow' has a Standard Cyclomatic Complexity of 22.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"216","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","652","19","NcssMethodCount","The method 'parseRecordsToFlow()' has an NCSS line count of 92 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"217","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","652","19","CognitiveComplexity","The method 'parseRecordsToFlow(List<ListenerFlowLatestRequest>)' has a cognitive complexity of 49, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"218","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","652","19","CyclomaticComplexity","The method 'parseRecordsToFlow(List<ListenerFlowLatestRequest>)' has a cyclomatic complexity of 26.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"219","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","659","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"220","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","666","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"221","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","673","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"222","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","675","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"223","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","706","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"224","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","711","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"225","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","716","25","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"226","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","716","25","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"227","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","756","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"228","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","772","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"229","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","787","48","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"230","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","787","63","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"231","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","814","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"232","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","819","21","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"233","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","819","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"234","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","826","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"235","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","830","21","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"236","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","830","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"237","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","849","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"238","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","861","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"239","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","863","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"240","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","875","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"241","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","875","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"242","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","875","12","StdCyclomaticComplexity","The method 'preparingResponse' has a Standard Cyclomatic Complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"243","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","875","12","CognitiveComplexity","The method 'preparingResponse(ListenerFlowLatestResponse, Listener__c, Map<Id, SObject>, ListenerFlowController)' has a cognitive complexity of 25, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"244","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","875","12","CyclomaticComplexity","The method 'preparingResponse(ListenerFlowLatestResponse, Listener__c, Map<Id, SObject>, ListenerFlowController)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"245","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","883","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"246","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","905","50","OperationWithHighCostInLoop","Avoid operations in loops that may impact performances","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithhighcostinloop","Performance","pmd"
"247","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","913","19","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"248","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","945","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"249","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","945","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"250","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","945","12","CyclomaticComplexity","The method 'handleBatchAndUnprocessedRecords(ListenerFlowLatestResponse, Listener__c, Integer, Map<Id, Boolean>)' has a cyclomatic complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"251","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","1000","9","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"252","3","/Users/michaelmuse/My Drive (michael@museoperations.com)/Projects/Flowdometer/force-app/main/default/classes/controllers/ListenerFlowController.cls","1010","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
